Date_Text,Language,Post_Type,Publisher,Title,Category,Description,mediaType,Viewes,Reads,Likes,Comments,Shares
"January 3rd 2021, 14:45:00.145",English,news,Esamskriti,Maharaja Yeshwantrao Holkar I - The Forgotten General,History,"Yeshwantrao Holkar I was shrewd, brave and a tactician par excellence. This book extract tells how Holkar I forced the British Colonel Monson to surrender.",text,300,7,0,0,
"January 3rd 2021, 06:30:01.443",English,news,ORGANISER,"COVID-19 Vaccine Dry Run held across India: Dr Harsh Vardhan assures the Nation that safety, efficacy & immunogenicity of the vaccine shall never be compromised",Top Stories,"Ahead of the actual vaccination drive, the Ministry of Health & Family Welfare yesterday conducted a nationwide mock drill at 285 session sites to test the end-to-end planned operations and the mechanism that has been set up to ensure smooth conduct of the COVID19 vaccination that is expected to begin soon.",text,265,3,0,0,
"January 3rd 2021, 15:45:00.943",English,news,OP INDIA,"Delhi Hanuman Temple demolition: VHP blames CM Kejriwal, urges action against responsible officials, threatens agitation",,#NAME?,text,251,29,0,0,
"January 3rd 2021, 09:00:02.398",Hindi,news,Since Independence,"????? ?????? ??? ?? ?? ??????? ?? ????? ??, ??????? ??? ?? ???? ??? ???",Top Stories,"????? ????? ?  ????? ?????? ???-???? ??? ????? ??? ?? ???? ??????? ?? ????? ??? ?? ???????? ???? ?? ???? ???? ?? ?????? ???? ????? 40 ????? ?? ?????? ???? ???? ????? ????????? ??? ?? ????? ?? ??? ?? ????? ?? ?? ????? ?? ???? ???? ???? ???????? ?? ?????? ?????? ?? ?????? ?? ???? [?] The post ????? ?????? ??? ?? ?? ??????? ?? ????? ??, ??????? ??? ?? ???? ??? ??? appeared first on sinceindependence.",text,232,1,0,0,
"January 3rd 2021, 03:15:01.018",Hindi,news,Opindia Hindi,"???? ?? ??? ?? ?????? ?? ?? ????????? ?? ?????? ?????-?????? ?? ???, 40 ??? ?? ?? ??? ?? ????",Political & General News,"--- ???? ?? ??? ?? ?????? ?? ?? ????????? ?? ?????? ?????-?????? ?? ???, 40 ??? ?? ?? ??? ?? ???? ??? ?? ",text,218,4,1,0,
"January 3rd 2021, 15:45:00.550",Hindi,news,Uttam Hindu,?????? ?? ???? 2020 ??? 105 ????? ?????? ??? 22 ???? ????? ??????? ?? ???? ????????,,"January 03, 2021 ????????/????? ???: ????? ?? ?????? ????? ?? ?????? ?? ??? ???? ?????? ????? ????? (??????) ?? ???? 2020 ?? ????? 105 ????? ?????? ????????? ??? 22 ???? ????? ??????? ?? ???????? ???? ? ??? ?? ???? ?????? ??? ???? ?????? ? ????? ?????? ???? ?? ??? ???? ??",text,216,1,0,0,
"January 3rd 2021, 16:00:01.348",Hindi,news,Uttam Hindu,????? ??????? ?? ???? ??? ?????? ?? ??????? ?? ???? ?????? ,,"January 03, 2021 ?????/???????? ????:???? ??? ?????? ??  ??? ?? ??? ??????? ?? ???? ?? ????? ????? ?????? ???? ??????? ?????, ?????? ?? ?? ???? ??????? ?? ??????? ?? ??? ?????? ?? ????? ??????? ?? ??? ?? ?? ??? ???? ?? ????? ????? ????????? ?? ?????? ???? ??? ????? ?",text,203,0,0,0,
"January 3rd 2021, 14:15:01.368",English,news,Hindupost,Neutering Hindus : how the narrative and its builders make Hindus passive,Top Stories,"On 23 December 1926, Swami Shraddhanada of the Arya Samaj was killed by a Muslim assassin named Abdul Rashid. The reason was the same one that often leads to",text,201,8,1,0,
"January 3rd 2021, 15:30:01.326",Hindi,news,Uttam Hindu,"??????? ??? ?? ????, ????? ???????? ????",Sports,"January 03, 2021 ?? ??????,(????? ?????? ?????); ??????? ???? (99), ???? ????? (52), ????? ????? (50) ?? ?????? ????????? ?? ???????? ???? (4/19) ?? ????? ???????? ?? ????? ???????? ???? ?? ?????? ?????? ?? 183 ???? ?? ????? ?? ?????? ??????? ?? ?? ?? ????? ???????? ?????",text,201,0,0,0,
"January 3rd 2021, 15:30:00.366",English,news,Hindupost,Minor sisters rescued from human trafficker cum tailor Md. Jafar after 48 hours of confinement,Top Stories,"The girls, one of who was vomiting repeatedly due to mistreatment, was taken to hospital while the other narrated their ordeal to locals and police. They said",text,189,19,0,0,
"January 3rd 2021, 14:45:01.155",English,news,OP INDIA,"The history of what led to the demolition of Hanuman Mandir in Chandni Chowk: From a Delhi HC order, to AAP govt and BJP led NMCD",,#NAME?,text,189,10,0,0,
"January 3rd 2021, 04:15:01.494",English,news,OP INDIA,India becomes the first country to culture the new viral strain UK-variant of Chinese coronavirus successfully,,#NAME?,text,187,5,0,0,
"January 3rd 2021, 06:30:02.575",English,news,SENTINEL ASSAM,59 Mountain Brigade provides sports gears and scholarship to meritorious students in Imphal,Political & General News,"As many as 24 students and 14 sports persons were rewarded for their respective achievements. Major General VT Mathew, GOC Red Shield Division exhorted the audience to continue their quest towards peace and prosperity in the region. Congratulating the scholarship awardees, he encouraged them to continue their pursuit for excellence. Lt General KH Singh, (retd) and Lt General LN Singh, (retd), also interacted with the gathering.",text,187,3,0,0,
"January 3rd 2021, 12:45:01.658",Hindi,news,Opindia Hindi,????????? ?? ?????????? ??? ????? ?? ??? 11 ????? ?????? ?? ???? ????? ?????,Political & General News,--- ????????? ?? ?????????? ??? ????? ?? ??? 11 ????? ?????? ?? ???? ????? ????? ??? ?? ???????? ????,text,187,3,0,0,
"January 3rd 2021, 12:30:02.273",Hindi,news,Uttam Hindu,????? ?? ?????? ?? ????? ?????? ?? ?? ???,Political & General News,"January 03, 2021 ????? (????? ?????? ?????) : ?????? ???? ?????? (?????) ?????? ????? ?????? ?? ?????? ?????? ?? ???? ??? ??? ????? ???? ??? ?????? ??? ?????? ??? ????? ?????? ??? ?????? ?? ?? ??? ?????? ???????? ???????? ???? ??????? ?????? ??? ????? ?? ??????? ??????",text,186,2,0,0,
"January 3rd 2021, 14:30:02.069",Hindi,news,Uttam Hindu,"Corona ??????? ?????? ?? ??? ????? ???? ??????, ????? ?? ????? ?????????- 20 ???????? ?? 23 ??????? ?? ????? ??? ??????????",Political & General News,"January 03, 2021 ?? ?????? (????? ?????? ?????): ??? ??????? ?? ????? ?????? ?? ??? ?? ?? ?????? ?? ???? ?? ???? ??? ??? ?? ?????? ??????? ?? ??????? ??? ?? ??? DCGI ?? ????????? ?? ????????? ?? ???????? ???????? ?? ?????? ?? ?? ??? ?????? ????? ?? ?? ????? ?? ?????? ?? ?",text,186,1,0,0,
"January 3rd 2021, 04:00:00.889",English,news,OP INDIA,"Ho ja Rangeela re! After ditching Congress for Shiv Sena, Urmila Matondkar buys Rs 3.75 crore office space",,"--- Consider reading the article Ho ja Rangeela re! After ditching Congress for Shiv Sena, Urmila Matondkar buys Rs 3.75 crore office space on OpIndia website --- The office building is located on Linking Road in Khar west and the usual rent for office sp",text,182,14,0,0,
"January 3rd 2021, 04:45:01.935",Hindi,news,Opindia Hindi,"?????? ???, ???? ???? ??? ?????, ???? ??? ??????? ????? ?? ??? ?????? ?????????? ? ????? ?? ???????? ??????? ????? ???",Political & General News,"--- ?????? ???, ???? ???? ??? ?????, ???? ??? ??????? ????? ?? ??? ?????? ?????????? ? ????? ?? ?????",text,181,0,0,0,
"January 3rd 2021, 14:30:00.593",English,news,TFIPOST,The end of Uddhav government will start in Aurangabad as Congress and Shiv Sena engage in a heated spat,Top Stories,Aurangabad is turning into an arena where Shiv Sena and Congress are locking horns as the Sena has reiterated its dream to rename the city.,text,181,11,0,0,
"January 3rd 2021, 08:30:01.567",Hindi,news,VSK Bharat,??????? ????? ??????? ?? ???? ????????? ????????? ?? ???? ????????? - ???? ???? ?????? - VSK Bharat,Political & General News,"Spread the love ????. ??????? ??? ???? ???? ????? ??????? ????? ?? ???? ??? ?? ??? ??? ?????? ?? ????? ???? ?? ???. ??? ?????? ?? ??? ????? ?????? ?????? ????? ??? ???? ?? ??? ????? ?????? ?? ???????????, ??? ?? ??? ?? ????, ????? ??????? ??????, ?????????, ?????? ???????, ???? ?? ????????? ?? ?????? [?]",text,180,10,0,0,
"January 3rd 2021, 03:15:00.546",English,news,REVOI,The special foods which are Helpful to Reduce Headache English - Revoi.in,Wellness,English,text,179,4,0,0,
"January 3rd 2021, 15:15:01.500",Hindi,news,Uttam Hindu,"?????, ???, ?????, ??????, ???? ???????? ??? ??? ??",Sports,"January 03, 2021 ????????(????? ?????? ?????) ?????? ??? ?? ?????????? ????? ?????, ???? ???, ????? ???, ?????? ?? ?? ????? ???? ?? ?? ??? ?? ???? ?? ???? ?? ????? ?????????? ??? ???? ???? ?? ????? ???? ?????? ???????? ???????? ??? ??? ??? ??? ????? ????? ?? ??? ??? ?????",text,179,0,0,0,
"January 3rd 2021, 08:30:02.107",Hindi,news,Opindia Hindi,"???????? ????? ???? 11 ??? ??? ????????, ???? ????? ?? ??????? ???? ?? ???? ?? ??? ?? ?? ?????",Political & General News,"--- ???????? ????? ???? 11 ??? ??? ????????, ???? ????? ?? ??????? ???? ?? ???? ?? ??? ?? ?? ????? ??? ",text,177,4,0,0,
"January 3rd 2021, 11:15:01.067",Hindi,news,Opindia Hindi,"????? ????? ???? ?????? ?? ?Disease X? ?? ???? ??????, ?????? ?? ?? ?????? ????",Political & General News,"--- ????? ????? ???? ?????? ?? ?Disease X? ?? ???? ??????, ?????? ?? ?? ?????? ???? ??? ?? ???????? ??????",text,177,1,0,0,
"January 3rd 2021, 11:30:02.014",English,news,ORGANISER,DCGI approves two Covid19 vaccines- Astra Zeneca's Covishield and Bharat Biotech's Covaxin for restricted use in emergency situation,Political & General News,"Drugs Controller General of India, DCGI has given approval for restricted use in an emergency situation of two Covid19 vaccines- Serum Institute of India's Covishield and Bharat Biotech's Covaxin.",text,176,0,0,0,
"January 3rd 2021, 08:45:01.497",Hindi,news,Since Independence,"????????: ??????? ????? ?? ???? ???? ?? ??????, ????? ?? ?? ????? ?? ???? ??? ?? ????? ???",Top Stories,"????? ????? ?  ??????? ???? ????? ??? ?? ??????? ????? ?? ???? ????? ???????? ???? ??? ???? ???????? ???? ?? ???? ????? ?????? ???? ?? ????? ????? ????? ??? ??? ?? ????? ??? ?????? ???? ?? ????? ?? ???????? ?? ?????? ?? ??? ???? ??, ???? ?? ?? ???? ???? ?? ??? ?? ????? ???? [?] The post ????????: ??????? ????? ?? ???? ???? ?? ??????, ????? ?? ?? ????? ?? ???? ??? ?? ????? ??? appeared first on sinceindependence.",text,176,0,0,0,
"January 3rd 2021, 07:30:01.895",Hindi,news,Since Independence,"???? ??????? ?? ? ??, ????????? ?? ???? ???????? ?? ???????? ???? ?? ???",Top Stories,"????? ????? ? ????????? ??????? ?? ?????? : ?? ??? ?? ????? ???, ?????? ??????? ?? ?????? ????? ????? ??? ?? ??? ???????? ???? ?? ????????? ????????? ??? ????? ??? ???? ???? ???? ??????? ??????? ?? ??????? ?? ??????? ?? ??? ????, ??? ??????? ?? ???? ?? ??????? ???? ??????????? ??????? ??????????? ?? ???? ??????? [?] The post ???? ??????? ?? ? ??, ????????? ?? ???? ???????? ?? ???????? ???? ?? ??? appeared first on sinceindependence.",text,176,0,0,0,
"January 3rd 2021, 06:30:01.715",English,news,ANI,Scientists develop new method for fluorescence microscopy,Top Stories,"Tokushima [Japan], January 3 (ANI): Scientists from the Institute of Post-Led Photonics, Tokushima University develop a fluorescence 'lifetime' microscopy",text,175,1,0,0,
"January 3rd 2021, 03:45:00.976",Hindi,news,Opindia Hindi,?????? ????? ?? ?? ?? ?????? ??????? ?? ????? ?? ??? ??????? ???? ???? ???? ??? ??? ????,Political & General News,--- ?????? ????? ?? ?? ?? ?????? ??????? ?? ????? ?? ??? ??????? ???? ???? ???? ??? ??? ???? ??? ?? ?,text,174,7,1,0,
"January 3rd 2021, 04:30:01.711",English,news,OP INDIA,"?Comedian? Munawar Faruqui, who mocked Hindu victims of the Godhra riots of 2002 in his shows, sent to judicial custody",,"--- Consider reading the article ?Comedian? Munawar Faruqui, who mocked Hindu victims of the Godhra riots of 2002 in his shows, sent to judicial custody on OpIndia website --- A local court in Indore rejected the bail pleas of the accused and sent the",text,174,12,1,0,
"January 3rd 2021, 06:29:00.000",English,news,OP INDIA,Protest fallout: How opposition?s dangerous game of fuelling farmers? protests threatens to leave deep scars on the country?s next gen,Political & General News,"The objective of this article is not to shame teenagers for online abusing and bullying but it is meant to reflect on how the unnecessary hullabaloo over the farmers? protests by opposition parties and their allies have pulled the country?s next generation in a political maelstrom.

",text,174,1,0,0,
"January 3rd 2021, 14:15:01.005",English,news,India News Network,"DCGI allows SII, Bharat Biotech for restricted use of COVID-19 vaccine",Wellness,"National drug regulator, Drug Controller General of India on Sunday announced that the Central Drugs Standard Control Organisation has decided to accept the recommendations of its Subject Expert Committee (SEC), and approved the Covid-19 vaccine of both Serum Institute of India (SII) and Bharat Biotech for restricted use in the country.",text,174,0,0,0,
"January 3rd 2021, 11:00:01.592",English,news,JK Fact,The Land is situated in 16 villages of four Tehsils of District Jammu,,"The District Administration, Jammu handed over Revenue Papers viz Copies of Record of Rights (Missle-e-Haqiat), Tatima Shahjra and Extract of Khasra Girdawari in respect of land measuring about 15941.3 Kanal.",text,174,2,0,0,
"January 3rd 2021, 15:30:00.196",Hindi,news,Pthey Kan,??????? ????? ?? ????? | ????? ??,Political & General News,?????? ?????????? ????? ???? ?????? ??????? ?? ???????? ??? ????????? ????????? ??? ????? ?????? ?? ??? ???? ????? ??? ?? ???????? ??? ??? ??????? ????? ?? ....,text,171,5,0,0,
"January 3rd 2021, 14:45:00.690",English,news,Janam Tv National,Need not play politics over Covid-19 vaccines: Union Minister Giriraj Singh,Top Stories,New Delhi: Union Minister Giriraj Singh on Sunday lashed out on all those who were raising questions against the DCGI on approval of the Covid Vaccines.,text,169,3,0,0,
"January 3rd 2021, 13:00:00.925",English,news,REVOI,DCGI Gives Final Approval to Both Covishield and Covaxin for Emergency Use in India English - Revoi.in,Political & General News,English,text,169,3,0,0,
"January 3rd 2021, 08:00:02.333",Hindi,news,The Narrative World,"????????? ?? ??? ????????? ??? ?????????? ?? ??????????? ?? ??? ??? ???????, ???? ??? ????? ???????",Top Stories,"????????? ?? ??? ????????? ??? ?????????? ?? ??????????? ?? ??? ??? ???????, ???? ??? ????? ???????",text,168,6,0,0,
"January 3rd 2021, 16:45:00.428",English,news,India News Network,Covid Update: Recovery rate jumps to 96.16 percent in India,Wellness,"According to the Ministry of Health and Family Welfare, this has been made possible by the trend of recoveries exceeding new cases and low number of fatalities per day which have ensured a total net reduction of the active caseload.",text,167,0,0,0,
"January 3rd 2021, 14:45:02.028",Hindi,news,Uttam Hindu,"?? ???? ?? ??? ?????? ????? ?? ????? ???? ???, ???? ??? ????? ?? ????? ?? ????- ???? ??? ???? ?? ??????",Political & General News,"January 03, 2021 ?? ?????? (????? ?????? ?????): ?????? ????? ?? ???????? ??? ????? ??? ????? ?????????? ?? ??? ?? ?????? ???? ?? ??? ??? ?? ?????? ?? ???????, ?? ?????? ?? ????? ???????, ??? ?????? ?? ?????? ?? ??? ?? ?????? ??? ?? ??? ???? ??? ??? ?? ??? ???? ??? ??? ??",text,167,2,0,0,
"January 3rd 2021, 06:30:01.123",English,news,Jagran English,"SII, Bharat Biotech COVID vaccines get DCGI nod for 'restricted use'; PM Modi calls it 'decisive' moment",Political & General News,The Drugs Controller General of India (DCGI) on Sunday officially approved Oxford-AstraZeneca COVID-19 vaccine 'Covishield' and Bharat Biotech's 'Covaxin' for "restricted emergency use" in India.,text,166,0,0,0,
"January 3rd 2021, 11:45:01.579",Hindi,news,Opindia Hindi,????? ???????? BJP ?? ?????? ???????? ???? ?? ??? ?????? ???? ?? ???? ?? ????,Political & General News,--- ????? ???????? BJP ?? ?????? ???????? ???? ?? ??? ?????? ???? ?? ???? ?? ???? ??? ?? ???????? ????,text,164,2,0,0,
"January 3rd 2021, 09:45:01.556",Hindi,news,TFI,????? ?????? ?? ??????? ?? ???? ?? ?? ???? ????? ????? ????? ?? Republic Day visit ?? ?? ???? ??????! - TFIPOST,Political & General News,?????-??????? ?? ??????? ?? ??? ???????? ???? ?? ?? ??? ?????? ?? ???? ?? ?? ?? ??? ??????? ?????? ?? ???? ?? ??? ???? ?? ??? ??,text,164,23,0,0,
"January 3rd 2021, 07:30:01.187",Hindi,news,Opindia Hindi,"??????? ?????? ??? ?????? ??????: ?????? ?????? ?? IT ???? ????, ??????? ????? ?? ?????????? ???????",Political & General News,"--- ??????? ?????? ??? ?????? ??????: ?????? ?????? ?? IT ???? ????, ??????? ????? ?? ?????????? ????",text,162,1,0,0,
"January 3rd 2021, 13:15:00.884",English,news,Janam Tv National,UK removes 'Tampon-Tax' as Brexit gets under way,Top Stories,"Britain: Britain in an attempt to remove period-poverty, became the latest country to remove Tampon Tax, eliminating sales taxes on Sanitary products.",text,161,3,0,0,
"January 3rd 2021, 09:00:01.461",Hindi,news,Navbharat Times,AUS vs IND: ?????? ?????????? ?? ?????? ?? ???? ?? ???????? ????? ?? ???? ?? ????!,Top Stories,???? ?? ??????????? ?? ??? ??? ????? ?? ????? ?? ????? ????? ??????? ?? ????? ??????? ??????? ?? ???? ?????? ???????????? ?????? ??? ??????? ?? ????? ?? ???????? ??????? ??? ??? ??? ?? ?? ?????? ?????????? ?? ??? ?? ???? ????????? ??? ???? ?? ????? ???? ???,text,161,0,0,0,
"January 3rd 2021, 02:45:00.063",English,news,Hindupost,Gangasagar mela - the second largest annual congregation of Hindus,Top Stories,Gangasagar Mela is the second largest congregation of pilgrims in Bharat after the Kumbh Mela in Prayag. The Gangasagar Mela is held in January every year on,text,160,11,0,0,
"January 3rd 2021, 09:45:01.819",English,news,OP INDIA,"After refusing to take ?BJP vaccine? for coronavirus, Akhilesh Yadav does a u-turn",Political & General News,#NAME?,text,159,5,0,0,
"January 3rd 2021, 13:30:00.708",English,news,Janam Tv National,"""A watershed moment"", says Dr Harsh Vardhan on vaccine approval",Top Stories,"New Delhi: As the DCGI on Sunday approved the corona vaccines developed by the Serum Institute and Bharat Biotech, the Union Health Minister Dr Harsh",text,158,4,0,0,
"January 3rd 2021, 08:00:02.087",Hindi,news,Opindia Hindi,Ind Vs Aus ????? ????? ???? ?? ????? ??? ?? ??????? ??????????? ?????? ??? ?? ?????? ???? ?? ??? ??? ??? ?? ????????,Sports,--- Ind Vs Aus ????? ????? ???? ?? ????? ??? ?? ??????? ??????????? ?????? ??? ?? ?????? ???? ?? ??? ??? ??,text,158,4,0,0,
"January 3rd 2021, 13:15:00.782",English,news,OP INDIA,?The girl in red bikini?: How a teenage girl jumped off a cruise liner to escape the Soviet Union in 1979 and find a new life in Australia,,--- Consider reading the article ?The girl in red bikini?: How a teenage girl jumped off a cruise liner to escape the Soviet Union in 1979 and find a new life in Australia on OpIndia website --- Ukrainian woman Liliana Gasinskaya was known as 'Red Bik,text,157,15,0,0,
"January 3rd 2021, 11:30:01.733",Hindi,news,Opindia Hindi,"3 ????? ???? ?????? ???? ??????? ???? ??? ?? ??? ??????, ???????????? ?? ??? ???? ??: ????? ??? UP ?????",Political & General News,"--- 3 ????? ???? ?????? ???? ??????? ???? ??? ?? ??? ??????, ???????????? ?? ??? ???? ??: ????? ??? UP ?",text,156,4,0,0,
"January 3rd 2021, 14:00:02.261",Hindi,news,Uttam Hindu,?????? ??? ????? ?? ??? ?????? ?????? ???? ?? ?? ?? ?? ???? ?? ?????,Political & General News,"January 03, 2021 ?????? (????? ?????? ?????) : ????? ?????? ??? ?????? ???? ?? ?????? ??????? ??????? ??? ?????? ?????? ???? ?????? ?? ???? ???? ?? ??? ????? ?? ???? ?? ????? ?? ??,????? ???????? ?? ???????? ?? ???? ??? ??? ????? ??????? ?????? ????? ?? ?? ???? ?? ????",text,155,1,0,0,
"January 3rd 2021, 03:45:00.373",English,news,SWARAJYAMAG,"Seaplane Services To Begin On Several New Routes Including Delhi-Ayodhya, Delhi-Uttarakhand As Govt Invites EoI",Top Stories,The routes proposed also include the archipelagos of Andaman & Nicobar Islands and Lakshadweep among other routes.,text,155,6,1,0,
"January 3rd 2021, 11:45:01.250",English,news,The Narrative World,Prabhu Shri Ram is the ideal on every standard of life,,Prabhu Shri Ram is the ideal on every standard of life,text,150,4,0,0,
"January 3rd 2021, 10:30:02.076",English,news,OP INDIA,"If Munawar Faruqui were ?Charlie Hebdo?, he?d have been beheaded, not arrested, so cut the crap",,#NAME?,text,149,16,0,0,
"January 3rd 2021, 09:00:01.055",Hindi,news,TFI,"Shinzo Abe, ????? ?? ?? ????? ?????: ???? ?????? ???? ??? ?? ??? ?? ????? ???? ?? ??? ?????? ?????? ?? ???? ?? Target ?? ???",Political & General News,????? ?????? ?? ???? ?? ?? ??????? ??? ???? ?? ?? ??? ???? ??????? ?? ??????? ?? ??? ?? ?? ??? ??????? ?? ???????????? ????? ????? ?? ???? ??.,text,149,15,0,0,
"January 3rd 2021, 06:15:00.366",English,news,JK Fact,New date for the exam will be notified separately,,The Jammu and Kashmir Board of School Education has postponed today's paper of the ongoing Class 11 annual regular examination in view of adverse weather,text,147,6,0,0,
"January 3rd 2021, 10:45:01.801",English,news,JK Fact,"The students drawn from Zone Reasi, Arnas, Pouni participated.",,"The Five day Trekking Camp of a group of 50 students of district Reasi concluded yesterday. Trekking camp was organised by District Youth Services and Sports Department in which the students drawn from Zone Reasi, Arnas, Pouni participated",text,145,1,0,0,
"January 3rd 2021, 09:15:01.043",English,news,Esamskriti,"KRIYA YOGA-speedy, scientific and practical OR esoteric, secretive and mystical",Wellness,Article tells you about Kriya Yoga and experiences with author's Satguru Yogiraj Siddhanath.,text,145,2,0,0,
"January 3rd 2021, 08:30:02.222",English,news,OP INDIA,"How what happened to Satpal Nischal is not doing of Pakistan, but Indian secularism and political Islam",,#NAME?,text,144,2,0,0,
"January 3rd 2021, 13:30:00.981",Hindi,news,TFI,"????? ?? ???, ???? ?? ?????? ???? ????? ?? ????? ???? ???? ?? ???? ??? ??? ????",Political & General News,"????? ??????' ?? ??? ?? ?????????????? ?? ?????? ??? ?? ??? ??, ?? ???? ?????? ?????? ?? ??????? ???? ?? ??? ???? ??? ?? ?? ????? ??? 1500",text,144,1,0,0,
"January 3rd 2021, 13:45:01.885",Hindi,news,TFI,??? ?? ???? ??? CCP ?? ??? ???? ?? ??? ??????? ?? ???????? ????? ?? ?? ???,Political & General News,"????? ?? ?? ?????? ?? ??? ?? ?? ???? ?????????? ?????? ??? ??????? ?????? ????? ?? ???? ??? ????? ?? ??? ????? ??? ? ??? ?? ?? ??? ?? ????? ?? ?????? ?? ???? ?? ????? ?? ??? ???? ?? ???, ????? ?????? ?? ????? ??? ??? ?? ???? ??? ?????????? ?????? ?? ?????? ???? [?]",text,143,1,0,0,
"January 3rd 2021, 15:00:01.391",Hindi,news,Uttam Hindu,"???? ??? ?? ????, ?????? ?? ????? ????",Sports,"January 03, 2021 ???????????? (????? ?????? ?????) : ????? ???? ?? ???????? ???? ??? (93) ?????????? ?? ????? ????? ??????? ????? ?? ???? ??? ?????? ?? ??? ????? ?? ??? ?? ????? ???? ?? ?????? ???? ?? ????? ????????? ?? ???? ???? ??? 297 ?? ?? ????????? ????? ??? ????? ??",text,142,0,0,0,
"January 3rd 2021, 12:15:00.814",Hindi,news,Since Independence,"????????: ?????, ???? ? ?????? ??? ????? ?? ???????, ????? ???? ??? ?????",Top Stories,"????? ????? ? ?????? ?? ?? ????? ??? ?????? ?? ????? ?? ????? ?? ????? ??????? ?? ??? ??? ??? ? ?? ???? ?? ???? ??? ???? ??? ?? ????? ?? ???? ???? ?????, ?????? ???? ?? ????? ??? ????? ??????? ????? ?? ?????? ?? ???? ?? ?? ??? ???? ??? ???? 48 ????? ??? [?] The post ????????: ?????, ???? ? ?????? ??? ????? ?? ???????, ????? ???? ??? ????? appeared first on sinceindependence.",text,141,0,0,0,
"January 3rd 2021, 09:15:01.270",English,news,OP INDIA,Flashback: When Pakistani cricket fans invaded the pitch and beat up a steward because they thought Pakistan won,,"--- Consider reading the article Flashback: When Pakistani cricket fans invaded the pitch and beat up a steward because they thought Pakistan won on OpIndia website --- Hinting at their poor comprehension skills, the commentator remarked, ""It's 2 to win. ",text,141,2,1,0,
"January 3rd 2021, 15:00:01.023",Hindi,news,Opindia Hindi,"??? ????? ?? ???- ?????? ??? ????? ??? ?? 50 ????? ???, ????? ??? ??? ????? ??? ???? ?????",Political & General News,"--- ??? ????? ?? ???- ?????? ??? ????? ??? ?? 50 ????? ???, ????? ??? ??? ????? ??? ???? ????? ??? ?? ???",text,141,2,0,0,
"January 3rd 2021, 11:30:01.307",English,news,TFIPOST,"""They gave the virus, we gave the vaccine"", India's soft power will grow at the cost of China",Top Stories,"While China gave the deadly pandemic, India is preparing to serve the vaccine against the virus to the world - a major step to counter China.",text,140,3,0,0,
"January 3rd 2021, 08:45:01.315",Hindi,news,Opindia Hindi,"???????? ?? ??? ?? ?????? ??????? ??? ?????? ????? ?? ??? ???????, 501Y.V2 ??? ???? ?? 4 ????? ???",Political & General News,"--- ???????? ?? ??? ?? ?????? ??????? ??? ?????? ????? ?? ??? ???????, 501Y.V2 ??? ???? ?? 4 ????? ??? ??? ",text,139,0,0,0,
"January 3rd 2021, 10:30:01.681",English,news,Janam Tv National,Bus overturns in Kasargod; Six Dead and many injured,Top Stories,"Kasargod: Six killed and many injured as a wedding bus from Karnataka overturns in Panathur, Kasargod. According to available information the bus carried",text,139,0,0,0,
"January 3rd 2021, 15:45:01.306",Hindi,news,Live Hindustan,?????: ????? ????? ????? 10??? ??????? ??? ??????? ?? 100 ??? ?? 80 ????? ?? ??? ???? ????? ????,Top Stories,BSE Odisha Exam 2021: ????? ????? ?? ?????? ?? ??? ?? ?? ??? ????? ????? ?? ????? ????? ?? ??????? ??? ????????????? ?? ???????? ?????????? ??? 100 ????? ??? ?? 80 ????? ?? ??? ????? ???? ??????,text,138,0,0,0,
"January 3rd 2021, 08:45:02.002",English,news,JK Fact,11 injured as passenger bus rolls down into gorge in Doda; 2nd mishap of the morning in J&K - JkFact,,"The bus, however, got stuck a few meters ahead of Chenab river which prevented a major tragedy. The passenger bus was on way from Bhaderwah to Jammu Jammu; 03 January: At least eleven passengers were injured after the bus they were travelling in plunged into a gorge near Pul area of Doda district in Jammu ?",text,135,7,0,0,
"January 3rd 2021, 13:45:00.342",English,news,REVOI,At Least 23 Killed in Two Bizarre Accidents English - Revoi.in,Top Stories,English,text,134,6,0,0,
"January 3rd 2021, 06:00:00.658",English,news,ORGANISER,Disappeared Kerala girl Jasna found in an Islamic religious centre in Mangaluru? Media suspect Love Jihad,Political & General News,Jasna was pursuing her bachelor's degree from St. Domenic College in Kanjirappally while she disappeared. Media also claim that she is pregnant. The love Jihad angle brought out by the media outlets has put the Kerala government on a tight stop. They fear that any action on these Islamist forces will alienate its voters. Serious discussions and allegations are taking rounds on social media regarding the Jasna case.,text,134,4,0,0,
"January 3rd 2021, 17:00:00.970",Hindi,news,Opindia Hindi,?????? ??? ?? ?????? ????? ??????? ?? ????????? ???? ?????? ?? ???- AAP ????? ?? ???? ??? ????? ?? ??????,Political & General News,--- ?????? ??? ?? ?????? ????? ??????? ?? ????????? ???? ?????? ?? ???- AAP ????? ?? ???? ??? ????? ?? ?,text,134,2,0,0,
"January 3rd 2021, 11:45:00.772",Hindi,news,TFI,"'??? ?? ????? ????, ?? ??????? ?????', ??? ?? ???? ?? ???? ???? ????? ???? ???????",Political & General News,???? ??????? ?? Covaxin ?? efficacy ?? ??? ???? ????? ??? ???? ???? ?? ???? ??? ????? ?? ???????? ?? ??? ?? ????-???? vaccines ??.............,text,133,0,0,0,
"January 3rd 2021, 08:30:01.982",English,news,JK Fact,Incriminating material and explosive substance were recovered from the OGW identified as Zahoor Ahmad Bhat.,,"Security forces arrested an Over Ground Worker (OGW) of Lashker-e-Toiba (LeT) terrorist group and recovered incriminating material in south Kashmir district of Kulgam, a police spokesman said on Sunday.",text,133,2,0,0,
